age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,OperatingSystems,Browser,Region,TrafficType,Weekend
37,blue-collar,married,tertiary,no,1485,yes,no,telephone,12,jun,104,3,2,1,2,2,FALSE
69,blue-collar,married,secondary,no,150,no,no,unknown,18,jan,691,1,1,2,4,8,FALSE
38,technician,married,tertiary,no,500,yes,no,cellular,22,may,174,9,2,4,1,2,FALSE
63,services,married,tertiary,no,829,no,no,unknown,8,may,141,2,3,2,3,8,FALSE
84,student,single,tertiary,no,839,no,no,cellular,11,aug,562,11,2,10,8,20,FALSE
75,blue-collar,married,primary,no,1094,yes,no,cellular,28,may,212,2,2,2,1,3,FALSE
40,management,married,secondary,no,222,yes,yes,cellular,28,jul,216,1,2,1,4,1,FALSE
43,blue-collar,married,tertiary,no,3851,no,no,cellular,21,may,159,1,2,8,3,10,TRUE
47,self-employed,married,secondary,no,0,yes,no,cellular,7,aug,86,2,2,1,3,3,FALSE
23,services,married,primary,yes,1757,yes,no,unknown,5,may,122,3,2,4,4,2,FALSE
29,blue-collar,single,tertiary,no,-342,no,yes,cellular,30,may,128,11,1,2,1,2,TRUE
84,management,married,secondary,no,1248,no,no,cellular,27,aug,245,2,3,2,1,1,TRUE
67,blue-collar,single,tertiary,no,0,yes,no,cellular,18,may,104,2,2,2,6,2,FALSE
84,admin.,divorced,secondary,no,74,no,no,cellular,28,aug,891,4,2,2,1,1,FALSE
48,blue-collar,married,tertiary,no,1229,yes,no,cellular,20,jul,7,3,2,2,1,11,FALSE
48,admin.,single,secondary,no,152,yes,no,cellular,17,jun,1087,2,2,1,3,3,FALSE
46,student,single,secondary,no,13366,no,no,cellular,12,aug,575,2,3,2,2,2,FALSE
30,retired,married,unknown,no,387,yes,no,cellular,26,aug,288,3,3,2,5,13,FALSE
53,services,single,secondary,no,50,yes,no,cellular,14,nov,113,3,8,13,3,10,FALSE
80,entrepreneur,married,secondary,no,6102,no,no,cellular,23,nov,104,1,3,2,3,2,FALSE
84,housemaid,single,secondary,no,1916,yes,yes,unknown,4,may,187,1,2,1,1,1,TRUE
46,unemployed,married,secondary,no,1761,yes,no,unknown,18,may,355,1,2,2,9,1,FALSE
73,admin.,married,secondary,no,99,no,no,unknown,20,may,230,2,2,2,4,3,FALSE
56,technician,married,tertiary,no,1796,no,no,cellular,20,aug,163,1,3,2,4,2,FALSE
26,blue-collar,divorced,primary,no,3991,yes,no,cellular,5,jun,63,6,2,1,1,3,TRUE
67,management,single,tertiary,no,9603,yes,no,unknown,5,nov,82,3,3,2,3,6,TRUE
40,admin.,married,tertiary,no,223,yes,no,cellular,29,may,174,1,3,1,3,1,TRUE
59,retired,single,secondary,no,1154,no,yes,cellular,28,feb,451,2,2,2,1,2,TRUE
47,services,married,secondary,no,2642,yes,no,cellular,8,may,109,3,2,2,6,2,FALSE
61,blue-collar,single,tertiary,no,0,yes,no,cellular,12,jun,95,2,1,2,4,2,FALSE
37,blue-collar,single,primary,no,-1751,yes,no,cellular,28,jun,376,22,3,2,3,1,FALSE
59,services,single,secondary,no,939,no,yes,cellular,5,jul,532,3,1,12,4,11,TRUE
39,technician,married,unknown,no,2209,no,yes,cellular,12,apr,265,1,2,2,1,2,FALSE
52,services,married,secondary,no,773,no,no,cellular,27,may,398,3,2,2,3,2,FALSE
66,retired,married,secondary,yes,-1606,yes,no,cellular,2,may,100,3,2,2,3,2,FALSE
84,retired,single,secondary,no,323,no,no,unknown,5,may,139,9,1,2,3,2,FALSE
80,retired,single,secondary,no,95,yes,no,unknown,21,may,208,2,6,2,1,2,TRUE
51,blue-collar,married,tertiary,no,1104,no,yes,unknown,19,apr,78,1,1,12,3,13,FALSE
81,blue-collar,married,tertiary,no,258,no,no,cellular,18,nov,380,1,4,3,1,3,FALSE
69,blue-collar,single,tertiary,no,1,yes,no,cellular,23,may,184,3,2,2,3,1,FALSE
64,technician,married,primary,no,-279,yes,no,unknown,14,may,104,1,3,4,8,13,FALSE
81,management,single,tertiary,no,1883,no,no,cellular,21,may,154,2,2,4,1,2,TRUE
23,technician,married,secondary,no,1501,yes,no,cellular,11,jul,478,2,1,8,1,2,TRUE
84,technician,single,tertiary,no,574,yes,yes,cellular,19,feb,92,1,2,1,6,7,FALSE
82,blue-collar,single,secondary,no,-128,no,no,cellular,20,jul,76,5,2,1,1,2,FALSE
19,services,single,secondary,no,27,no,no,cellular,24,jul,134,1,2,4,1,2,TRUE
38,blue-collar,married,secondary,no,3605,no,no,unknown,20,may,167,1,8,2,7,2,FALSE
60,self-employed,divorced,secondary,no,496,yes,no,cellular,28,may,255,2,1,4,8,6,FALSE
34,management,married,secondary,no,237,no,no,unknown,5,jul,794,1,2,7,1,2,FALSE
41,management,married,tertiary,no,24,no,no,unknown,22,jul,52,4,2,1,1,3,FALSE
19,admin.,married,secondary,no,2682,yes,no,cellular,27,nov,25,2,3,2,1,1,FALSE
41,unknown,married,tertiary,no,3374,no,no,cellular,20,may,149,1,1,12,3,2,FALSE
36,admin.,married,tertiary,no,1181,no,no,unknown,9,nov,190,6,2,5,4,10,FALSE
19,admin.,single,primary,no,-448,yes,no,unknown,18,jul,136,1,2,10,7,13,FALSE
84,management,single,secondary,no,699,no,no,cellular,13,jul,531,1,1,2,8,5,TRUE
19,self-employed,single,secondary,no,522,yes,no,unknown,7,aug,441,5,3,2,3,3,FALSE
45,technician,single,tertiary,no,232,no,no,unknown,14,jul,781,1,2,6,1,4,FALSE
32,technician,married,tertiary,no,6061,no,no,cellular,19,may,227,22,2,2,2,4,TRUE
19,blue-collar,single,secondary,no,1705,yes,no,unknown,28,may,92,3,1,2,2,1,FALSE
77,technician,married,secondary,no,2894,no,no,cellular,19,aug,261,1,1,5,5,2,FALSE
84,admin.,married,primary,no,1064,no,no,cellular,14,may,352,1,3,2,1,13,FALSE
30,blue-collar,divorced,secondary,no,3196,no,no,cellular,22,jul,77,2,2,2,4,3,TRUE
75,retired,single,secondary,no,14,yes,no,cellular,8,aug,88,5,3,2,3,1,FALSE
47,technician,single,secondary,no,202,yes,no,unknown,28,aug,117,3,1,1,2,2,FALSE
19,admin.,married,secondary,no,1623,no,no,telephone,21,feb,188,1,2,2,7,2,TRUE
32,unemployed,married,secondary,no,656,yes,no,telephone,21,oct,322,2,2,4,1,3,TRUE
65,unemployed,married,secondary,no,561,no,no,cellular,14,apr,599,1,2,1,1,2,FALSE
49,management,married,secondary,no,49,no,no,unknown,14,may,16,4,2,7,3,13,TRUE
84,services,married,secondary,no,2231,no,yes,cellular,20,aug,199,2,1,2,2,1,FALSE
81,management,single,secondary,no,651,no,no,unknown,26,may,175,2,2,5,5,1,FALSE
71,admin.,married,secondary,no,-663,yes,no,cellular,30,may,329,4,2,8,6,10,TRUE
33,blue-collar,married,secondary,no,1417,yes,no,unknown,19,may,69,2,4,2,4,2,FALSE
40,technician,married,tertiary,no,2201,yes,no,cellular,27,jul,379,1,2,5,1,3,FALSE
35,services,married,primary,no,1,yes,no,cellular,11,may,921,1,2,4,1,4,FALSE
19,unemployed,married,secondary,no,1568,no,no,cellular,29,jun,179,9,2,2,1,2,FALSE
79,technician,divorced,tertiary,no,3060,no,no,unknown,10,jul,312,1,2,8,1,20,FALSE
19,services,married,primary,no,2894,yes,no,cellular,16,apr,348,1,1,1,1,2,TRUE
22,technician,single,secondary,no,47,no,no,cellular,16,aug,527,2,3,2,1,20,FALSE
84,blue-collar,married,secondary,no,5415,yes,no,cellular,29,aug,143,9,2,2,3,2,FALSE
75,technician,single,secondary,no,171,yes,no,cellular,8,may,196,2,2,2,1,2,TRUE
32,services,single,tertiary,no,290,yes,no,cellular,27,nov,618,1,2,1,3,2,FALSE
77,services,married,secondary,no,112,no,no,unknown,5,sep,140,2,2,2,2,2,TRUE
84,services,single,secondary,no,8306,yes,no,cellular,15,aug,134,2,3,2,1,1,FALSE
47,retired,single,primary,no,-132,no,no,cellular,23,jul,155,1,2,2,1,13,FALSE
58,technician,married,secondary,no,346,yes,yes,cellular,6,may,156,2,2,5,1,2,FALSE
63,housemaid,single,tertiary,no,590,no,no,cellular,22,aug,227,4,2,2,1,1,FALSE
49,blue-collar,single,unknown,no,5,yes,yes,cellular,6,jun,112,1,2,2,5,1,TRUE
48,management,married,primary,no,-1,yes,no,unknown,28,may,110,2,2,2,7,2,FALSE
42,entrepreneur,married,secondary,no,11,yes,no,cellular,2,may,158,2,4,13,6,2,FALSE
57,technician,married,tertiary,no,69,no,no,cellular,9,jul,40,4,4,2,1,1,FALSE
80,management,married,secondary,no,394,yes,yes,cellular,11,nov,158,6,2,5,1,5,TRUE
20,entrepreneur,married,unknown,no,1426,no,yes,cellular,24,jul,338,1,2,2,3,1,TRUE
76,blue-collar,single,secondary,no,369,yes,no,cellular,19,may,129,1,1,4,6,2,FALSE
57,blue-collar,divorced,tertiary,no,653,yes,no,cellular,7,may,85,1,1,1,6,2,TRUE
19,admin.,married,primary,no,1115,no,no,cellular,27,may,111,4,1,2,9,10,FALSE
84,self-employed,married,secondary,no,238,no,no,cellular,3,jun,201,1,2,2,6,5,FALSE
84,management,married,secondary,no,1507,yes,no,cellular,15,jul,478,5,2,2,3,1,TRUE
65,blue-collar,married,secondary,no,670,no,no,cellular,9,feb,76,22,1,1,3,4,FALSE
21,blue-collar,married,secondary,no,159,no,no,cellular,19,nov,903,9,1,2,3,5,FALSE
30,blue-collar,married,secondary,no,200,no,no,unknown,13,may,199,1,3,2,3,1,FALSE
49,technician,single,secondary,no,855,yes,no,cellular,12,may,694,1,1,4,1,2,FALSE
84,technician,divorced,tertiary,yes,1,yes,no,unknown,28,jul,775,5,3,1,1,3,FALSE
19,management,married,unknown,no,25,yes,no,telephone,28,may,114,1,3,1,3,2,FALSE
43,technician,married,secondary,no,1,no,no,cellular,4,nov,312,1,3,2,1,1,TRUE
78,blue-collar,married,tertiary,yes,398,yes,no,cellular,20,aug,141,1,1,2,1,11,FALSE
43,blue-collar,married,primary,no,1230,yes,yes,unknown,6,jul,54,1,2,2,4,13,FALSE
41,admin.,married,secondary,no,9094,no,no,cellular,5,may,1116,2,3,2,1,3,FALSE
60,unknown,single,tertiary,no,653,yes,no,unknown,4,jul,63,2,2,2,9,1,TRUE
30,blue-collar,married,secondary,no,478,yes,no,cellular,3,mar,581,1,1,6,1,2,FALSE
69,unknown,married,secondary,no,504,no,no,cellular,15,oct,255,1,2,2,1,2,TRUE
57,technician,married,tertiary,no,108,yes,yes,cellular,16,nov,142,2,2,2,4,4,TRUE
84,blue-collar,single,primary,no,26,no,yes,cellular,21,apr,227,2,1,10,8,2,FALSE
41,technician,divorced,secondary,no,1381,yes,no,cellular,27,feb,175,1,2,4,2,2,FALSE
30,blue-collar,single,tertiary,no,1259,no,no,cellular,5,aug,75,7,2,1,3,4,FALSE
60,unemployed,single,tertiary,no,4958,yes,yes,telephone,20,feb,143,3,2,1,1,3,TRUE
19,blue-collar,divorced,secondary,no,590,yes,no,unknown,8,may,148,21,2,2,1,4,TRUE
84,unemployed,single,unknown,no,1324,yes,no,cellular,20,aug,108,1,2,5,4,1,TRUE
34,unemployed,single,secondary,no,9055,yes,no,cellular,5,may,421,1,1,2,3,15,TRUE
68,admin.,divorced,secondary,no,1383,yes,no,unknown,30,may,231,4,2,2,1,2,TRUE
19,self-employed,married,secondary,no,656,yes,no,cellular,7,may,462,3,2,2,3,3,FALSE
68,blue-collar,married,primary,no,610,no,no,cellular,9,jul,886,2,3,5,4,13,FALSE
36,services,married,primary,no,1374,yes,yes,cellular,19,feb,634,2,3,2,5,2,FALSE
74,retired,divorced,secondary,no,3455,yes,no,cellular,18,oct,222,2,1,2,7,2,FALSE
52,student,married,tertiary,yes,58,no,no,cellular,8,jul,157,1,2,2,7,2,TRUE
56,management,married,secondary,no,496,yes,no,cellular,9,feb,162,1,1,2,7,4,FALSE
82,technician,divorced,secondary,no,-65,no,no,cellular,6,aug,27,1,1,2,1,3,FALSE
56,blue-collar,single,primary,no,-213,no,no,cellular,31,may,127,1,1,2,4,3,TRUE
42,services,married,tertiary,no,548,no,no,cellular,5,nov,666,1,1,2,1,1,FALSE
57,blue-collar,single,secondary,no,342,no,yes,cellular,27,sep,289,1,2,4,1,1,FALSE
31,blue-collar,married,secondary,no,56,no,no,cellular,30,apr,444,9,2,5,7,2,TRUE
41,self-employed,married,tertiary,no,1,no,no,unknown,24,may,68,5,1,1,3,2,FALSE
20,self-employed,married,secondary,no,233,yes,no,cellular,11,may,181,2,2,1,3,10,FALSE
81,unemployed,married,primary,no,-13,no,no,cellular,9,may,249,1,1,2,2,1,FALSE
21,management,single,tertiary,no,1048,yes,no,unknown,13,jul,510,3,2,2,1,10,FALSE
49,technician,married,secondary,no,1118,no,no,cellular,4,aug,420,1,2,2,4,13,FALSE
42,admin.,married,primary,no,473,no,no,cellular,8,aug,308,3,2,2,2,3,TRUE
78,admin.,married,secondary,no,1327,no,no,cellular,29,jun,215,2,1,1,4,3,TRUE
51,self-employed,single,secondary,no,3866,yes,no,cellular,9,may,212,2,1,2,7,2,FALSE
35,management,married,secondary,no,2209,yes,no,cellular,17,aug,19,1,2,10,6,3,FALSE
84,management,single,primary,no,49839,no,no,cellular,4,aug,507,32,2,4,2,20,FALSE
45,management,married,secondary,no,426,no,no,cellular,20,aug,169,1,2,2,6,2,FALSE
45,technician,married,tertiary,no,5,no,no,cellular,19,sep,85,4,3,5,1,3,FALSE
66,admin.,single,tertiary,no,240,no,no,unknown,13,nov,365,2,3,2,1,5,FALSE
56,blue-collar,married,secondary,no,5383,no,no,telephone,6,apr,126,1,2,10,7,2,FALSE
69,blue-collar,single,secondary,no,2331,yes,no,cellular,19,sep,514,1,1,4,9,10,TRUE
79,management,married,secondary,no,799,no,no,unknown,5,jun,196,5,1,2,2,2,FALSE
52,technician,single,secondary,no,70,yes,no,unknown,3,nov,95,1,1,2,1,2,FALSE
19,services,married,secondary,no,1427,yes,no,cellular,20,may,33,6,2,2,7,3,FALSE
84,technician,married,secondary,no,0,yes,no,unknown,18,jan,145,3,3,2,4,1,FALSE
63,management,married,tertiary,no,160,no,no,cellular,23,aug,315,2,1,5,1,3,FALSE
79,blue-collar,divorced,primary,no,912,no,no,cellular,27,may,616,3,4,1,7,10,FALSE
49,blue-collar,married,tertiary,no,0,no,yes,cellular,5,apr,340,2,1,5,4,2,TRUE
24,blue-collar,divorced,tertiary,no,543,yes,no,cellular,20,may,82,1,2,2,3,2,FALSE
30,entrepreneur,married,secondary,no,5997,no,no,unknown,12,jul,28,2,2,2,2,2,FALSE
21,admin.,married,secondary,no,238,yes,no,cellular,15,aug,1072,6,2,1,1,2,FALSE
73,admin.,married,unknown,no,623,yes,no,cellular,6,nov,175,1,1,2,1,1,TRUE
74,blue-collar,single,secondary,no,2562,yes,no,cellular,15,jun,59,5,4,5,9,1,FALSE
30,blue-collar,married,secondary,no,-511,yes,no,unknown,9,jul,604,1,3,2,5,3,FALSE
27,management,single,secondary,no,1374,no,no,cellular,26,may,51,3,2,5,9,1,FALSE
25,management,married,tertiary,no,558,no,yes,cellular,20,feb,20,3,1,1,3,4,FALSE
84,student,divorced,tertiary,no,1957,no,no,cellular,23,jul,200,4,3,2,2,1,FALSE
45,admin.,married,tertiary,no,7433,yes,no,cellular,28,feb,18,3,2,5,1,1,FALSE
33,blue-collar,single,secondary,no,104,no,no,cellular,5,nov,268,7,2,2,3,1,FALSE
48,unknown,single,primary,no,59,yes,yes,cellular,16,jun,96,1,3,4,3,4,FALSE
37,services,married,unknown,no,769,yes,no,cellular,28,jul,310,1,1,2,1,2,FALSE
36,blue-collar,single,tertiary,no,6153,yes,no,cellular,7,may,145,3,1,1,6,3,FALSE
84,admin.,married,secondary,no,251,no,yes,cellular,4,may,31,2,2,2,2,2,FALSE
27,technician,married,tertiary,no,260,yes,no,cellular,5,jul,121,2,3,1,1,1,FALSE
19,management,single,tertiary,no,-72,no,no,cellular,14,aug,664,3,2,2,3,2,FALSE
26,admin.,married,tertiary,no,1087,no,no,cellular,6,may,624,2,2,1,1,1,TRUE
32,self-employed,married,unknown,no,21,no,no,cellular,30,nov,599,2,3,2,9,2,FALSE
72,management,married,primary,no,11,no,no,cellular,5,may,174,2,1,2,3,1,FALSE
84,services,single,primary,no,-172,yes,no,cellular,28,feb,13,3,2,2,1,2,FALSE
33,entrepreneur,single,secondary,no,133,yes,no,cellular,7,apr,114,3,2,4,1,7,FALSE
72,student,married,tertiary,no,1648,yes,no,unknown,22,jun,74,5,3,2,1,1,FALSE
53,technician,married,tertiary,no,415,no,no,unknown,8,nov,45,3,4,2,5,1,FALSE
84,self-employed,married,tertiary,no,325,no,no,cellular,17,may,297,2,2,2,1,4,TRUE
19,management,single,secondary,no,6423,yes,yes,cellular,26,may,128,3,7,2,1,2,FALSE
79,management,married,secondary,no,46,yes,no,cellular,25,apr,603,1,1,2,6,2,FALSE
43,entrepreneur,married,secondary,no,621,yes,no,cellular,27,jun,95,2,2,2,9,1,TRUE
61,technician,single,secondary,no,1996,no,no,unknown,14,may,112,1,2,5,1,7,TRUE
21,management,single,secondary,no,1393,no,no,cellular,5,feb,491,1,2,1,3,13,FALSE
84,blue-collar,married,secondary,no,237,yes,no,cellular,5,may,96,1,2,2,3,13,FALSE
71,student,single,tertiary,no,2133,yes,no,cellular,5,may,299,2,2,2,7,1,FALSE
46,blue-collar,married,tertiary,no,933,yes,no,cellular,25,may,86,1,2,2,3,2,FALSE
58,technician,single,secondary,no,122,yes,no,cellular,18,apr,243,3,3,5,2,3,FALSE
58,admin.,single,primary,no,6235,yes,yes,unknown,17,may,109,1,1,5,1,2,FALSE
31,admin.,married,secondary,no,7000,yes,no,telephone,29,may,252,2,1,1,1,3,TRUE
33,entrepreneur,single,secondary,no,759,yes,no,unknown,25,may,632,3,2,2,8,6,FALSE
19,blue-collar,single,secondary,no,87,yes,no,cellular,30,may,308,2,1,2,1,2,FALSE
53,admin.,married,tertiary,no,352,no,no,unknown,29,jul,185,2,2,2,1,14,FALSE
32,management,single,tertiary,no,6312,no,no,cellular,9,feb,286,2,2,10,1,2,FALSE
36,blue-collar,married,secondary,no,151,no,no,cellular,28,apr,102,4,1,1,4,6,FALSE
65,services,married,unknown,no,997,yes,no,cellular,18,may,315,4,1,1,2,9,FALSE
50,blue-collar,married,tertiary,no,193,yes,no,cellular,16,may,114,2,2,5,5,1,TRUE
76,blue-collar,married,tertiary,no,2722,no,no,cellular,31,may,355,1,4,3,1,3,FALSE
77,retired,married,secondary,no,242,yes,yes,cellular,29,may,189,1,3,5,9,2,FALSE
84,admin.,divorced,tertiary,no,775,yes,yes,cellular,21,nov,112,3,3,4,1,6,FALSE
84,student,married,secondary,no,1905,yes,no,cellular,4,jul,277,3,3,2,3,1,FALSE
19,admin.,married,secondary,no,6,yes,no,unknown,28,nov,282,1,1,2,3,4,FALSE
32,technician,married,secondary,no,3010,no,no,cellular,9,may,478,4,1,1,1,1,FALSE
24,self-employed,single,secondary,no,19,yes,no,cellular,17,feb,72,2,3,1,1,1,FALSE
84,management,married,tertiary,no,431,no,no,cellular,19,aug,254,2,2,2,4,1,FALSE
83,student,married,secondary,no,1,yes,yes,cellular,6,may,182,2,3,2,4,1,TRUE
42,unknown,single,tertiary,no,1533,no,no,cellular,15,jul,103,1,3,2,2,2,FALSE
84,management,married,secondary,no,1,yes,yes,cellular,19,feb,146,3,1,2,4,2,FALSE
66,unknown,married,secondary,no,1872,no,yes,cellular,23,may,142,2,1,2,2,4,FALSE
36,blue-collar,married,secondary,no,1044,yes,no,cellular,11,feb,14,1,6,13,2,2,FALSE
48,services,single,secondary,no,1877,no,no,cellular,25,jan,15,7,2,1,2,2,FALSE
19,student,single,tertiary,no,1659,yes,no,cellular,7,apr,22,1,1,2,3,2,TRUE
84,entrepreneur,single,primary,no,579,yes,no,cellular,12,feb,351,1,4,1,3,4,FALSE
43,blue-collar,married,secondary,no,2091,no,no,cellular,31,aug,244,3,2,1,1,5,TRUE
57,entrepreneur,married,secondary,no,20,yes,no,cellular,27,aug,126,2,1,2,1,1,FALSE
19,management,married,secondary,no,238,no,no,unknown,24,feb,293,3,3,2,3,2,FALSE
79,blue-collar,married,primary,no,145,yes,no,cellular,18,nov,228,1,1,2,3,2,FALSE
23,management,single,tertiary,no,1429,no,no,cellular,22,aug,131,1,2,2,1,1,FALSE
54,housemaid,married,secondary,no,2532,no,no,cellular,26,nov,52,3,6,13,4,13,FALSE
84,technician,married,secondary,no,579,yes,no,cellular,18,oct,156,1,2,2,1,3,FALSE
84,technician,married,primary,no,-53,no,no,cellular,21,apr,163,2,2,13,2,2,FALSE
84,services,married,secondary,no,3936,yes,no,telephone,16,may,287,2,2,2,6,2,FALSE
71,blue-collar,married,secondary,no,-154,yes,no,cellular,9,jan,377,1,2,2,1,1,FALSE
81,blue-collar,married,primary,no,65,yes,no,cellular,4,jun,112,6,2,2,4,3,FALSE
69,technician,married,primary,no,228,no,no,cellular,26,may,76,1,2,5,1,2,TRUE
78,entrepreneur,single,tertiary,no,393,yes,no,cellular,23,may,122,1,3,2,5,1,FALSE
19,admin.,married,primary,no,2128,yes,no,cellular,18,may,36,3,3,2,1,2,FALSE
41,blue-collar,married,tertiary,no,4,no,no,cellular,12,apr,38,6,2,2,6,5,FALSE
56,services,married,unknown,no,-248,yes,yes,cellular,19,may,149,4,3,2,9,1,TRUE
50,blue-collar,single,secondary,no,7,yes,no,unknown,2,jul,295,2,1,2,4,3,TRUE
49,management,single,secondary,no,697,no,no,cellular,19,may,185,1,2,12,9,1,TRUE
19,management,married,primary,no,857,no,no,cellular,21,jul,138,32,1,2,1,2,FALSE
51,blue-collar,single,tertiary,no,2516,yes,no,cellular,27,aug,386,5,5,7,6,13,FALSE
27,blue-collar,married,tertiary,no,1197,yes,no,cellular,31,may,282,5,3,1,3,11,FALSE
36,technician,married,tertiary,no,122,no,no,unknown,20,may,220,1,2,2,2,1,FALSE
39,technician,married,primary,no,-1,yes,no,cellular,3,jul,61,1,2,2,8,3,FALSE
21,blue-collar,single,tertiary,no,403,yes,no,cellular,22,apr,87,9,2,4,1,3,FALSE
84,management,single,secondary,no,-362,no,no,cellular,19,nov,121,22,2,2,9,1,FALSE
66,student,married,tertiary,no,345,no,no,cellular,5,may,364,3,3,2,3,1,TRUE
19,blue-collar,single,secondary,no,1127,no,no,cellular,2,sep,150,2,2,2,4,3,FALSE
21,self-employed,single,unknown,no,366,no,no,cellular,16,nov,132,3,1,2,2,2,FALSE
45,admin.,single,secondary,no,1484,yes,yes,cellular,20,aug,389,4,3,2,3,13,FALSE
20,management,single,secondary,no,473,yes,yes,cellular,15,jun,15,2,2,1,3,3,FALSE
62,blue-collar,married,tertiary,no,766,yes,no,unknown,30,may,366,1,1,1,2,13,FALSE
25,blue-collar,single,tertiary,no,4629,yes,yes,cellular,16,aug,719,1,1,7,4,14,TRUE
84,self-employed,single,tertiary,yes,2047,yes,no,cellular,18,may,114,3,1,1,3,3,FALSE
19,unknown,single,primary,no,2922,yes,no,unknown,30,may,237,2,2,1,1,3,FALSE
69,blue-collar,divorced,unknown,no,5,no,no,cellular,21,jul,265,4,1,2,1,2,TRUE
29,management,married,tertiary,no,657,yes,no,cellular,8,apr,208,1,2,2,6,3,TRUE
84,management,married,secondary,no,1878,yes,no,telephone,9,jun,806,2,2,8,4,2,FALSE
36,self-employed,married,secondary,no,406,yes,no,cellular,23,aug,122,2,2,2,7,13,FALSE
63,unemployed,married,secondary,no,1,no,no,unknown,21,apr,216,1,1,2,4,5,FALSE
84,student,single,primary,no,954,no,yes,unknown,3,may,88,1,3,1,1,2,FALSE
21,technician,married,secondary,no,944,yes,no,cellular,28,may,286,4,2,4,1,13,TRUE
19,blue-collar,single,primary,no,0,no,no,cellular,5,jul,232,32,1,1,1,2,FALSE
42,blue-collar,married,tertiary,no,407,no,no,cellular,2,dec,45,9,2,6,3,1,FALSE
19,technician,single,secondary,no,411,yes,no,cellular,14,feb,85,2,3,1,2,15,TRUE
72,services,single,primary,no,3142,yes,no,cellular,4,jan,126,4,2,2,3,2,FALSE
19,management,single,secondary,no,390,no,no,cellular,6,apr,191,2,2,5,1,2,FALSE
78,services,married,secondary,no,507,yes,no,unknown,15,may,33,2,3,2,2,1,TRUE
28,self-employed,single,secondary,no,245,no,no,unknown,5,may,158,3,3,6,2,1,FALSE
77,admin.,single,tertiary,no,434,no,no,cellular,23,jun,86,6,2,2,1,1,FALSE
77,services,married,tertiary,no,294,yes,no,cellular,13,sep,102,4,2,2,3,2,TRUE
45,technician,divorced,tertiary,no,1291,yes,no,cellular,20,feb,148,1,1,2,1,1,FALSE
60,management,single,tertiary,no,304,yes,no,cellular,10,jul,257,4,2,2,3,2,FALSE
36,blue-collar,single,secondary,no,-381,yes,no,cellular,10,may,1082,2,3,2,3,4,FALSE
39,student,married,secondary,no,164,no,no,cellular,9,may,1278,1,3,2,8,6,FALSE
19,blue-collar,married,secondary,no,1,no,no,cellular,25,jul,189,2,3,2,6,2,FALSE
84,management,divorced,primary,no,357,yes,no,unknown,7,may,239,1,2,5,2,9,FALSE
19,blue-collar,single,secondary,no,-384,no,no,cellular,29,may,129,2,1,2,1,15,FALSE
79,admin.,single,tertiary,no,0,no,no,unknown,30,may,361,1,3,2,1,2,TRUE
22,blue-collar,married,tertiary,no,66,no,no,telephone,17,may,179,1,2,13,2,2,FALSE
23,unknown,divorced,secondary,no,48,no,no,cellular,12,nov,130,1,2,8,1,20,FALSE
64,blue-collar,married,primary,no,1751,no,no,cellular,18,may,171,2,1,2,1,1,FALSE
84,admin.,single,secondary,no,1984,no,no,cellular,6,aug,352,1,1,2,1,2,FALSE
22,unemployed,married,secondary,no,1,yes,no,cellular,28,may,449,1,7,2,4,6,TRUE
33,technician,married,secondary,no,22,no,no,cellular,12,aug,228,3,2,2,3,4,FALSE
59,blue-collar,single,secondary,no,841,no,no,cellular,8,feb,195,1,1,2,4,2,FALSE
20,admin.,single,secondary,no,1478,yes,no,cellular,13,jul,41,1,2,10,9,2,FALSE
37,retired,single,secondary,yes,618,no,no,unknown,6,jun,81,1,2,1,1,6,FALSE
58,admin.,married,tertiary,no,936,yes,no,cellular,16,feb,124,2,3,4,8,2,FALSE
63,technician,single,tertiary,no,295,yes,no,telephone,28,aug,198,8,2,2,8,1,FALSE
35,management,married,secondary,no,46,no,no,unknown,8,may,131,4,3,2,3,1,FALSE
32,management,married,tertiary,no,108,no,no,unknown,5,jan,237,2,3,2,3,5,FALSE
30,services,married,tertiary,no,83,no,no,cellular,27,jun,242,2,1,2,1,1,FALSE
70,unemployed,married,secondary,no,1539,yes,no,cellular,18,feb,88,6,1,2,2,1,FALSE
81,blue-collar,married,secondary,no,554,no,no,unknown,24,may,497,1,2,2,2,13,FALSE
72,blue-collar,married,primary,no,133,no,no,cellular,22,feb,10,1,2,2,4,3,TRUE
34,management,married,tertiary,no,896,no,no,cellular,31,jul,70,2,2,2,1,10,FALSE
36,blue-collar,single,secondary,no,11296,yes,no,cellular,26,aug,678,3,2,2,1,2,TRUE
65,technician,married,secondary,no,1518,no,no,cellular,16,aug,101,1,2,1,1,2,TRUE
84,blue-collar,single,tertiary,no,698,no,no,unknown,28,may,12,1,2,4,1,10,FALSE
26,blue-collar,single,tertiary,no,4405,yes,no,cellular,25,jul,82,1,3,1,2,11,TRUE
84,blue-collar,single,tertiary,no,0,yes,no,unknown,27,may,222,2,1,1,1,3,TRUE
73,entrepreneur,married,secondary,no,3148,no,yes,cellular,10,may,350,2,1,2,2,6,FALSE
19,management,married,tertiary,no,-431,no,no,cellular,28,may,267,1,2,2,3,2,FALSE
50,self-employed,married,tertiary,no,34,yes,no,cellular,16,aug,63,6,1,1,3,2,TRUE
43,blue-collar,married,tertiary,no,989,yes,no,cellular,11,jul,6,3,1,5,2,2,FALSE
